responseid,workerid,surveyid,questionid,questiontext,questionpos,optionid,optiontext,optionpos,PROTOTYPICALITY,CORRELATED,TAG
sr74,A3HOZA7QXYKN5Y,survey1,q_-1_-1,1394520147745,-1,comp_-1_-1,1394520147745,-1,,,
sr74,A3HOZA7QXYKN5Y,survey1,q_190_2,How odd is the number 730?,1,comp_192_3,Somewhat odd,1,low,even,sevenhundredthirty
sr74,A3HOZA7QXYKN5Y,survey1,q_-1_-1,1394520147745,-1,comp_-1_-1,1394520147745,-1,,,
sr74,A3HOZA7QXYKN5Y,survey1,q_94_2,How odd is the number 4?,2,comp_96_3,Somewhat odd,1,high,even,four
sr74,A3HOZA7QXYKN5Y,survey1,q_-1_-1,1394520147745,-1,comp_-1_-1,1394520147745,-1,,,
sr74,A3HOZA7QXYKN5Y,survey1,q_134_2,How well does the number 1 represent the category of odd numbers?,3,comp_137_3,Well,1,high,odd,one
sr74,A3HOZA7QXYKN5Y,survey1,q_-1_-1,1394520147745,-1,comp_-1_-1,1394520147745,-1,,,
sr74,A3HOZA7QXYKN5Y,survey1,q_250_2,How odd is the number 532?,4,comp_252_3,Somewhat odd,1,low,even,fivehundredthirtytwo
sr74,A3HOZA7QXYKN5Y,survey1,q_-1_-1,1394520147745,-1,comp_-1_-1,1394520147745,-1,,,
sr74,A3HOZA7QXYKN5Y,survey1,q_22_2,How well does the number 241 represent the category of odd numbers?,5,comp_22_3,Poorly,2,low,odd,twofortyone
sr74,A3HOZA7QXYKN5Y,survey1,q_-1_-1,1394520147745,-1,comp_-1_-1,1394520147745,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_258_2,What is your native tongue?,16,comp_260_3,Indian English,3,,,
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_170_2,How odd is the number 6?,0,comp_170_3,Not very odd,1,high,even,six
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_186_2,How odd is the number 730?,1,comp_186_3,Not very odd,2,low,even,sevenhundredthirty
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_78_2,How odd is the number 7?,2,comp_81_3,Completely odd,1,high,odd,seven
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_142_2,How odd is the number 1?,3,comp_145_3,Completely odd,2,high,odd,one
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_154_2,How odd is the number 463?,4,comp_157_3,Very odd,1,low,odd,fourhundredsixtythree
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_6_2,How well does the number 3 represent the category of odd numbers?,5,comp_9_3,Well,1,high,odd,three
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_30_2,How odd is the number 241?,6,comp_33_3,Completely odd,0,low,odd,twofortyone
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_38_2,How well does the number 2 represent the category of odd numbers?,7,comp_38_3,Poorly,1,high,even,two
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_198_2,How well does the number 9 represent the category of odd numbers?,8,comp_201_3,Well,1,high,odd,nine
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_94_2,How odd is the number 4?,9,comp_94_3,Not at all odd,1,high,even,four
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_238_2,How odd is the number 827?,10,comp_241_3,Completely odd,2,low,odd,eighthundredtwentyseven
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_118_2,How well does the number 396 represent the category of odd numbers?,11,comp_118_3,Poorly,2,low,even,threehundredninetysix
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_214_2,How well does the number 8 represent the category of odd numbers?,12,comp_214_3,Poorly,3,high,even,eight
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_250_2,How odd is the number 532?,13,comp_250_3,Not very odd,3,low,even,fivehundredthirtytwo
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_102_2,How well does the number 465 represent the category of odd numbers?,14,comp_105_3,Well,3,low,odd,fourhundredsixtyfive
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr75,A2YPGARAKET7N5,survey1,q_54_2,How well does the number 158 represent the category of odd numbers?,15,comp_57_3,Well,1,low,even,onehundredfiftyeight
sr75,A2YPGARAKET7N5,survey1,q_-1_-1,1394520032583,-1,comp_-1_-1,1394520032583,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_62_2,How odd is the number 158?,16,comp_62_3,Not at all odd,0,low,even,onehundredfiftyeight
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_258_2,What is your native tongue?,0,comp_261_3,Other,3,,,
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_222_2,How odd is the number 8?,1,comp_222_3,Not at all odd,2,high,even,eight
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_86_2,How well does the number 4 represent the category of odd numbers?,2,comp_86_3,Poorly,2,high,even,four
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_146_2,How good an example of an odd number is the number 463?,3,comp_149_3,Good,2,low,odd,fourhundredsixtythree
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_134_2,How well does the number 1 represent the category of odd numbers?,4,comp_137_3,Well,2,high,odd,one
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_126_2,How odd is the number 396?,5,comp_126_3,Not at all odd,1,low,even,threehundredninetysix
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_110_2,How odd is the number 465?,6,comp_113_3,Completely odd,2,low,odd,fourhundredsixtyfive
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_42_2,How odd is the number 2?,7,comp_42_3,Not very odd,0,high,even,two
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_202_2,How odd is the number 9?,8,comp_205_3,Very odd,0,high,odd,nine
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_14_2,How odd is the number 3?,9,comp_17_3,Completely odd,2,high,odd,three
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_162_2,How good an example of an odd number is the number 6?,10,comp_162_3,Bad,2,high,even,six
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_78_2,How odd is the number 7?,11,comp_81_3,Completely odd,2,high,odd,seven
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_230_2,How well does the number 827 represent the category of odd numbers?,12,comp_233_3,Well,0,low,odd,eighthundredtwentyseven
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_178_2,How good an example of an odd number is the number 730?,13,comp_178_3,Bad,3,low,even,sevenhundredthirty
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_22_2,How well does the number 241 represent the category of odd numbers?,14,comp_25_3,Well,3,low,odd,twofortyone
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr76,A23C8PF66JMSNV,survey1,q_242_2,How good an example of an odd number is the number 532?,15,comp_242_3,Bad,1,low,even,fivehundredthirtytwo
sr76,A23C8PF66JMSNV,survey1,q_-1_-1,1394521080263,-1,comp_-1_-1,1394521080263,-1,,,
sr77,A213MWROVZM4HA,survey1,q_258_2,What is your native tongue?,16,comp_260_3,Indian English,1,,,
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_10_2,How odd is the number 3?,0,comp_10_3,Not very odd,1,high,odd,three
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_66_2,How good an example of an odd number is the number 7?,1,comp_68_3,Somewhat good,1,high,odd,seven
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_186_2,How odd is the number 730?,2,comp_186_3,Not very odd,2,low,even,sevenhundredthirty
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_90_2,How odd is the number 4?,3,comp_93_3,Very odd,3,high,even,four
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_130_2,How good an example of an odd number is the number 1?,4,comp_130_3,Bad,3,high,odd,one
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_98_2,How good an example of an odd number is the number 465?,5,comp_101_3,Good,3,low,odd,fourhundredsixtyfive
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_38_2,How well does the number 2 represent the category of odd numbers?,6,comp_40_3,Somewhat well,2,high,even,two
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_254_2,How odd is the number 532?,7,comp_255_3,Somewhat not odd,0,low,even,fivehundredthirtytwo
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_218_2,How odd is the number 8?,8,comp_218_3,Not very odd,0,high,even,eight
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_146_2,How good an example of an odd number is the number 463?,9,comp_147_3,Somewhat bad,1,low,odd,fourhundredsixtythree
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_62_2,How odd is the number 158?,10,comp_65_3,Completely odd,3,low,even,onehundredfiftyeight
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_230_2,How well does the number 827 represent the category of odd numbers?,11,comp_230_3,Poorly,3,low,odd,eighthundredtwentyseven
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_174_2,How odd is the number 6?,12,comp_177_3,Completely odd,3,high,even,six
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_18_2,How good an example of an odd number is the number 241?,13,comp_21_3,Good,3,low,odd,twofortyone
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_202_2,How odd is the number 9?,14,comp_205_3,Very odd,2,high,odd,nine
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr77,A213MWROVZM4HA,survey1,q_114_2,How good an example of an odd number is the number 396?,15,comp_115_3,Somewhat bad,0,low,even,threehundredninetysix
sr77,A213MWROVZM4HA,survey1,q_-1_-1,1394521954066,-1,comp_-1_-1,1394521954066,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_258_2,What is your native tongue?,16,comp_260_3,Indian English,0,,,
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_254_2,How odd is the number 532?,0,comp_254_3,Not at all odd,2,low,even,fivehundredthirtytwo
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_26_2,How odd is the number 241?,1,comp_29_3,Very odd,0,low,odd,twofortyone
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_234_2,How odd is the number 827?,2,comp_237_3,Very odd,3,low,odd,eighthundredtwentyseven
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_78_2,How odd is the number 7?,3,comp_81_3,Completely odd,2,high,odd,seven
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_86_2,How well does the number 4 represent the category of odd numbers?,4,comp_86_3,Poorly,0,high,even,four
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_146_2,How good an example of an odd number is the number 463?,5,comp_149_3,Good,0,low,odd,fourhundredsixtythree
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_130_2,How good an example of an odd number is the number 1?,6,comp_133_3,Good,2,high,odd,one
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_2_2,How good an example of an odd number is the number 3?,7,comp_5_3,Good,2,high,odd,three
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_194_2,How good an example of an odd number is the number 9?,8,comp_197_3,Good,1,high,odd,nine
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_98_2,How good an example of an odd number is the number 465?,9,comp_101_3,Good,0,low,odd,fourhundredsixtyfive
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_214_2,How well does the number 8 represent the category of odd numbers?,10,comp_214_3,Poorly,0,high,even,eight
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_42_2,How odd is the number 2?,11,comp_42_3,Not very odd,0,high,even,two
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_166_2,How well does the number 6 represent the category of odd numbers?,12,comp_166_3,Poorly,1,high,even,six
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_54_2,How well does the number 158 represent the category of odd numbers?,13,comp_54_3,Poorly,1,low,even,onehundredfiftyeight
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_182_2,How well does the number 730 represent the category of odd numbers?,14,comp_182_3,Poorly,2,low,even,sevenhundredthirty
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr78,A1RJMGLULYIJCV,survey1,q_126_2,How odd is the number 396?,15,comp_126_3,Not at all odd,2,low,even,threehundredninetysix
sr78,A1RJMGLULYIJCV,survey1,q_-1_-1,1394524741384,-1,comp_-1_-1,1394524741384,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_50_2,How good an example of an odd number is the number 158?,16,comp_50_3,Bad,3,low,even,onehundredfiftyeight
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_258_2,What is your native tongue?,0,comp_258_3,American English,0,,,
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_238_2,How odd is the number 827?,1,comp_241_3,Completely odd,0,low,odd,eighthundredtwentyseven
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_194_2,How good an example of an odd number is the number 9?,2,comp_197_3,Good,1,high,odd,nine
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_26_2,How odd is the number 241?,3,comp_29_3,Very odd,0,low,odd,twofortyone
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_110_2,How odd is the number 465?,4,comp_113_3,Completely odd,3,low,odd,fourhundredsixtyfive
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_190_2,How odd is the number 730?,5,comp_190_3,Not at all odd,2,low,even,sevenhundredthirty
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_46_2,How odd is the number 2?,6,comp_46_3,Not at all odd,1,high,even,two
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_66_2,How good an example of an odd number is the number 7?,7,comp_69_3,Good,2,high,odd,seven
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_162_2,How good an example of an odd number is the number 6?,8,comp_162_3,Bad,0,high,even,six
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_14_2,How odd is the number 3?,9,comp_17_3,Completely odd,2,high,odd,three
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_114_2,How good an example of an odd number is the number 396?,10,comp_114_3,Bad,2,low,even,threehundredninetysix
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_86_2,How well does the number 4 represent the category of odd numbers?,11,comp_86_3,Poorly,1,high,even,four
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_210_2,How good an example of an odd number is the number 8?,12,comp_210_3,Bad,0,high,even,eight
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_138_2,How odd is the number 1?,13,comp_141_3,Very odd,0,high,odd,one
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_246_2,How well does the number 532 represent the category of odd numbers?,14,comp_246_3,Poorly,3,low,even,fivehundredthirtytwo
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr79,A1S88VQY8G8CNC,survey1,q_146_2,How good an example of an odd number is the number 463?,15,comp_149_3,Good,1,low,odd,fourhundredsixtythree
sr79,A1S88VQY8G8CNC,survey1,q_-1_-1,1394524885383,-1,comp_-1_-1,1394524885383,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_26_2,How odd is the number 241?,16,comp_29_3,Very odd,3,low,odd,twofortyone
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_258_2,What is your native tongue?,0,comp_260_3,Indian English,1,,,
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_154_2,How odd is the number 463?,1,comp_156_3,Somewhat odd,3,low,odd,fourhundredsixtythree
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_238_2,How odd is the number 827?,2,comp_240_3,Somewhat odd,2,low,odd,eighthundredtwentyseven
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_182_2,How well does the number 730 represent the category of odd numbers?,3,comp_182_3,Poorly,0,low,even,sevenhundredthirty
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_254_2,How odd is the number 532?,4,comp_254_3,Not at all odd,0,low,even,fivehundredthirtytwo
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_34_2,How good an example of an odd number is the number 2?,5,comp_34_3,Bad,0,high,even,two
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_170_2,How odd is the number 6?,6,comp_170_3,Not very odd,1,high,even,six
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_210_2,How good an example of an odd number is the number 8?,7,comp_210_3,Bad,2,high,even,eight
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_114_2,How good an example of an odd number is the number 396?,8,comp_117_3,Good,0,low,even,threehundredninetysix
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_6_2,How well does the number 3 represent the category of odd numbers?,9,comp_9_3,Well,3,high,odd,three
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_86_2,How well does the number 4 represent the category of odd numbers?,10,comp_86_3,Poorly,2,high,even,four
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_130_2,How good an example of an odd number is the number 1?,11,comp_133_3,Good,0,high,odd,one
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_106_2,How odd is the number 465?,12,comp_106_3,Not very odd,2,low,odd,fourhundredsixtyfive
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_62_2,How odd is the number 158?,13,comp_64_3,Somewhat odd,2,low,even,onehundredfiftyeight
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_206_2,How odd is the number 9?,14,comp_208_3,Somewhat odd,1,high,odd,nine
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr80,A3QH4IJAACU1LM,survey1,q_74_2,How odd is the number 7?,15,comp_77_3,Very odd,3,high,odd,seven
sr80,A3QH4IJAACU1LM,survey1,q_-1_-1,1394525085415,-1,comp_-1_-1,1394525085415,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_258_2,What is your native tongue?,16,comp_260_3,Indian English,0,,,
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
sr81,A9L5LDIFTZLJY,survey1,q_214_2,How well does the number 8 represent the category of odd numbers?,0,comp_214_3,Poorly,3,high,even,eight
sr81,A9L5LDIFTZLJY,survey1,q_-1_-1,1394525100729,-1,comp_-1_-1,1394525100729,-1,,,
